"","wt_nt.1","wt_nt.2","wt_cpr.1","wt_cpr.2","fur_nt.1","fur_nt.2","fur_cpr.1","fur_cpr.2"
"1765660_s_at",4.28691587869225,4.48262208920752,5.41366668413661,5.32593019719319,4.52847380835792,4.45559160167916,4.43786522499728,4.7017022319009
"1765661_at",5.44810344179405,5.06250092337417,5.16336662635812,5.58489070244539,5.06691770913932,4.84383258567964,6.40267378882949,5.56257669354704
"1765662_s_at",4.65554474936393,5.04854103736706,4.12612419159813,3.42359973906713,4.88216471972619,5.29614806046223,3.83439269532136,3.78647983655588
"1765663_s_at",9.49998249992046,9.66021321837529,9.16009879349083,8.64053840066818,9.47593947860215,9.69297052974283,6.65512798023582,8.67194338666209
"1765664_at",2.83340271913585,2.4880603322769,2.483303645877,2.40540478574277,2.57788461271688,2.28535398512238,3.06679717810147,2.64540289860067
"1765665_at",5.25701501526607,5.66169810285188,5.27104169968868,5.92176702598727,5.62061738884682,5.62563904160301,6.62070996938957,5.75368431432799
"1765666_at",5.83877156582197,6.04327637864503,5.59210832538544,5.52568001007722,5.88326221080207,5.99312494551264,6.29004293188888,5.87041221369338
"1765667_s_at",10.2983454365811,10.2125506850807,10.9778143058348,10.8837704642563,10.022165762914,10.0134271986134,10.6643887639609,10.8975800401024
"1765668_at",1.92114215860697,1.8581137724642,2.09666707989972,2.29778317553371,1.85788739402404,1.92114215860697,1.83763031026803,2.14806998959021
"1765669_s_at",10.2662151372528,10.4614762508661,9.79918640101912,9.59734843472876,10.0925851349906,10.3644092467412,9.42519536807544,9.49046859917993
"1765670_at",4.8216826096027,5.13011880230468,5.35315709400543,5.24851758642083,4.91861125698078,5.09151541074463,5.03281063148102,5.0220386345225
"1765671_at",9.69063158788268,9.80559792057712,9.78636212045378,9.95188104882402,9.73945170746292,9.69495531802443,9.08724951864347,9.6180873605902
"1765672_s_at",10.6447111574808,10.9411370389362,10.2757216490926,10.1502544739436,10.9621933448825,11.1174107967657,9.66543546113697,9.96751992883648
"1765673_at",5.85949096784509,5.54381617113618,6.27585748534096,6.45321919861422,5.83284190388842,5.50892902274262,7.70108265795914,6.60747624107021
"1765674_at",7.47139506541009,7.21083733099882,7.75441335036787,8.19904348729834,7.0149841576148,7.1623273822251,8.11154547993011,7.29725708477771
"1765675_at",2.09317344487457,2.09283280568575,2.07705702883812,2.36011046017731,2.11194833763536,1.96992354592594,2.03549241511437,2.00544471804016
"1765676_at",8.33536517641457,8.62883748249475,9.3060531293763,9.43948681447229,8.52121084062099,8.52821230432634,9.76281184275564,9.57151970998297
"1765677_s_at",10.8196360414514,10.7605151488891,10.0505002512707,9.91166885958898,10.5871856901296,10.7708702296873,9.60942242023222,9.98779609636275
"1765678_at",10.9226862344236,11.0749960960733,9.69238853468854,9.41265477125545,10.7404858668936,10.8681311884467,8.89483334531188,9.80175084567981
"1765679_s_at",7.28209324198566,7.24314423433932,7.47506223244762,7.78459770873504,7.11504206072422,7.30567847287285,9.06536798124335,8.19479859498986
"1765680_s_at",10.5854481246714,10.8965992098678,11.3033114075132,11.2829738469335,10.5806457246718,10.5289974928302,10.8822585413112,11.045086400642
"1765681_s_at",9.4806580913158,9.31590561789505,9.48304074918303,9.15488817060423,9.38175008072242,9.40212715138787,8.84612922999182,9.15783648136459
"1765682_s_at",2.31901201987167,2.48064476156464,2.68666932372029,2.70069930415407,2.27824394726728,2.20505405182693,2.38834381754265,2.58892575957417
"1765683_s_at",3.87423580590318,3.85927740458468,4.11560019699886,4.03552608765762,4.30831725673221,4.25930564952815,4.48596873414329,3.99803923434645
"1765684_at",10.4860875184617,10.5919321631163,11.7431840726809,11.9573164719561,10.5470677874202,10.4313637502374,11.9957018131573,11.9827177765853
"1765685_at",10.6416045454683,10.5218359497264,10.7127272637302,10.3290772753316,10.563709820584,10.4484344509655,10.4712006764617,10.7881627995023
"1765687_at",10.5564914215787,10.7578134920405,10.5083147289641,10.4622434395236,10.6037920060263,10.5769717490345,9.86840418622659,10.301774917373
"1765688_s_at",4.83098436540662,4.28109341421021,4.73303054604291,4.96808465933834,4.81400782061147,4.63779258913548,5.80913977146672,5.11029192736751
"1765689_s_at",10.8311870370525,10.9105467045065,11.4981989655281,11.407359529411,10.8967654307009,10.9438906507681,11.1481186276924,11.3118569571923
"1765690_s_at",5.03820015869252,4.82283702760654,5.37437432464909,6.02086180744493,5.225946640958,5.12591141153292,6.50632563708947,5.46804776516603
"1765691_s_at",10.1655031359411,10.5476463637828,9.6430089439691,9.25201879285713,10.590882895794,10.739672509918,8.77043562968533,9.35065608512422
"1765692_s_at",7.28866887173087,6.69056379390291,7.26039189128038,7.48716244949351,6.38863351900389,6.42217231757078,8.65133423747508,8.0636523228411
"1765693_at",5.94829466708958,5.60811501883798,5.88185902027289,6.71364524482601,6.02649787483285,5.79891397620538,6.95471050266542,6.4146859529739
"1765694_s_at",10.3491377423377,10.547853968431,10.963666143157,10.9052943064293,10.3703844843957,10.3083758936279,10.7184559274599,10.8042293567205
